,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
5,7,prove,6,X happened,F,Mia is a college student,factH,Did Ray prove that X happened?,6,M,Sarah,Andrew,C,0.72,4159,46
6,8,think,17,X happened,F,Owen lives in Chicago,factH,Does Cynthia think that X happened?,17,F,Donna,Catherine,NonProj,0.43,1048,46
7,9,discover,11,X happened,M,Danny loves cake,factH,Did Amanda discover that X happened?,11,F,George,Cynthia,NonProj,0.79,1168,46
8,10,be_right_that,10,X happened,F,Zoe is 5 years old,factL,Is Tim right that X happened?,10,M,Margaret,Raymond,C,0.21,950,46
9,11,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Susan,NA,control,0.82,5205,46
10,12,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Helen,NA,control,0.74,8168,46
11,13,hear,18,X happened,F,Julian is German,factL,Did Kathleen hear that X happened?,18,F,Helen,Amy,C,0.72,1208,46
12,14,see,5,X happened,M,Sophia is a high end fashion model,factL,Did Ben see that X happened?,5,M,David,Alexander,NonProj,0.23,1110,46
13,15,inform_Sam,2,X happened,M,Josie loves France,factH,Did Scott inform Sam that X happened?,2,M,Paul,Patrick,C,0.19,969,46
14,16,demonstrate,4,X happened,F,Olivia works the third shift,factH,Did Jerry demonstrate that X happened?,4,M,Linda,Justin,C,0.22,902,46
15,17,confirm,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon confirm that X happened?,16,F,Nancy,Christina,C,0.97,1334,46
16,18,acknowledge,20,X happened,M,Charley lives in Mexico,factH,Did Anna acknowledge that X happened?,20,F,Robert,Carolyn,C,0.16,977,46
17,19,know,13,X happened,M,Jackson is obese,factL,Does Laura know that X happened?,13,F,Matthew,Rachel,NonProj,0.75,967,46
18,20,annoyed,12,X happened,M,Frank has always wanted a pet,factH,Is Melissa annoyed that X happened?,12,F,William,Sharon,NonProj,0.77,914,46
19,21,reveal,19,X happened,M,Jon lives 10 miles away from work,factL,Did Ruth reveal that X happened?,19,F,James,Rebecca,NonProj,0.91,1166,46
20,22,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Jennifer,NA,control,0.28,911,46
21,23,announce,14,X happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie announce that X happened?,14,F,Susan,Shirley,C,0.78,1352,46
22,24,admit,1,X happened,F,Mary is a middle school student,factL,Did Patrick admit that X happened?,1,M,Karen,Jacob,C,0.31,978,46
23,25,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,James,NA,control,0.88,1125,46
24,26,suggest,9,X happened,F,Grace hates her sister,factL,Did Andrew suggest that X happened?,9,M,Sandra,Tyler,C,0.83,1296,46
25,27,establish,7,X happened,F,Isabella is from Argentina,factH,Did Kevin establish that X happened?,7,M,Elizabeth,Edward,NonProj,0.15,1689,46
0,2,know,19,X happened,F,Jon lives 10 miles away from work,factL,Does Ruth know that X happened?,19,F,Kimberly,Sharon,NonProj,1.0,33543,47
1,3,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Michelle,NA,control,0.63,2500,47
2,4,admit,1,X happened,M,Mary is taking a prenatal yoga class,factH,Did Patrick admit that X happened?,1,M,Steven,Tyler,C,0.37,1063,47
3,5,annoyed,8,X happened,F,Emily never has any money,factL,Is Brian annoyed that X happened?,8,M,Dorothy,Eric,NonProj,0.74,787,47
4,6,prove,13,X happened,F,Jackson is training for a marathon,factH,Did Laura prove that X happened?,13,F,Nancy,Brenda,C,0.42,772,47
5,7,think,4,X happened,F,Olivia has two small children,factL,Does Jerry think that X happened?,4,M,Michelle,Ryan,NonProj,0.97,2449,47
6,8,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Paul,NA,control,0.99,1110,47
7,9,see,20,X happened,F,Charley lives in Korea,factL,Did Anna see that X happened?,20,F,Betty,Christina,NonProj,0.11,1664,47
8,10,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Sarah,NA,control,0.98,952,47
9,11,inform_Sam,18,X happened,M,Julian is German,factL,Did Kathleen inform Sam that X happened?,18,F,Matthew,Amy,C,0.56,1120,47
10,12,acknowledge,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon acknowledge that X happened?,16,F,Margaret,Shirley,C,0.82,1071,47
11,13,demonstrate,12,X happened,M,Frank has always wanted a pet,factH,Did Melissa demonstrate that X happened?,12,F,Robert,Anna,C,0.35,860,47
12,14,hear,17,X happened,M,Owen lives in Chicago,factH,Did Cynthia hear that X happened?,17,F,Kenneth,Angela,C,0.95,858,47
13,15,say,6,X happened,F,Mia is a college student,factH,Did Ray say that X happened?,6,M,Ashley,Jacob,C,0.29,1176,47
14,16,discover,2,X happened,M,Josie loves France,factH,Did Scott discover that X happened?,2,M,George,Benjamin,NonProj,0.82,1047,47
15,17,confess,10,X happened,F,Zoe is a math major,factH,Did Tim confess that X happened?,10,M,Sandra,Jerry,C,0.35,753,47
16,18,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Matthew,NA,control,0.79,814,47
17,19,announce,3,X happened,M,Emma is in first grade,factL,Did Justin announce that X happened?,3,M,James,Scott,C,0.95,1076,47
18,20,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Elizabeth,NA,control,0.79,763,47
19,21,pretend,9,X happened,F,Grace hates her sister,factL,Did Andrew pretend that X happened?,9,M,Elizabeth,Patrick,NonProj,0.56,720,47
20,22,confirm,7,X happened,M,Isabella is a vegetarian,factL,Did Kevin confirm that X happened?,7,M,Paul,Jeffrey,C,0.94,816,47
21,23,suggest,11,X happened,F,Danny is a diabetic,factL,Did Amanda suggest that X happened?,11,F,Lisa,Heather,C,0.72,1230,47
22,24,reveal,5,X happened,F,Sophia is a high end fashion model,factL,Did Ben reveal that X happened?,5,M,Sarah,Ronald,NonProj,0.79,737,47
23,25,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Betty,NA,control,0.6,702,47
24,26,establish,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca establish that X happened?,15,F,Carol,Diane,NonProj,0.37,1724,47
25,27,be_right_that,14,X happened,M,Jayden's car is in the shop,factH,Is Stephanie right that X happened?,14,F,Christopher,Amanda,C,0.91,1851,47
0,2,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Betty,NA,control,0.92,49026,48
1,3,reveal,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa reveal that X happened?,12,F,Helen,Ruth,NonProj,0.94,30238,48
2,4,confess,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin confess that X happened?,7,M,Sarah,Larry,C,0.92,6120,48
3,5,pretend,2,X happened,F,Josie doesn't have a passport,factL,Did Scott pretend that X happened?,2,M,Betty,Raymond,NonProj,0.94,8087,48
4,6,hear,19,X happened,M,Jon lives 2 blocks away from work,factH,Did Ruth hear that X happened?,19,F,James,Christina,C,0.35,8072,48
5,7,admit,10,X happened,F,Zoe is 5 years old,factL,Did Tim admit that X happened?,10,M,Linda,Gary,C,0.28,5380,48
6,8,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Margaret,NA,control,0.94,7140,48
7,9,announce,3,X happened,F,Emma is in first grade,factL,Did Justin announce that X happened?,3,M,Karen,Brian,C,0.9,17941,48
8,10,know,11,X happened,F,Danny is a diabetic,factL,Does Amanda know that X happened?,11,F,Kimberly,Joyce,NonProj,0.85,71319,48
9,11,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Karen,NA,control,0.05,8550,48
10,12,suggest,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon suggest that X happened?,16,F,Ashley,Angela,C,0.21,4960,48
11,13,inform_Sam,9,X happened,F,Grace hates her sister,factL,Did Andrew inform Sam that X happened?,9,M,Margaret,Ryan,C,0.91,5051,48
12,14,prove,5,X happened,M,Sophia is a hipster,factH,Did Ben prove that X happened?,5,M,Steven,Eric,C,0.85,15749,48
13,15,see,8,X happened,M,Emily has been saving for a year,factH,Did Brian see that X happened?,8,M,Paul,Gregory,NonProj,0.85,11370,48
14,16,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Lisa,NA,control,0.28,7210,48
15,17,confirm,6,X happened,M,Mia is a nun,factL,Did Ray confirm that X happened?,6,M,David,Kevin,C,0.24,5298,48
16,18,discover,13,X happened,F,Jackson is obese,factL,Did Laura discover that X happened?,13,F,Lisa,Nicole,NonProj,0.27,31302,48
17,19,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Sarah,NA,control,0.96,6380,48
18,20,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Linda,NA,control,0.78,6800,48
19,21,annoyed,15,X happened,M,Tony has been sober for 20 years,factL,Is Rebecca annoyed that X happened?,15,F,Richard,Janet,NonProj,0.9,8501,48
20,22,say,17,X happened,F,Owen lives in Chicago,factH,Did Cynthia say that X happened?,17,F,Elizabeth,Catherine,C,0.92,15909,48
21,23,acknowledge,4,X happened,M,Olivia works the third shift,factH,Did Jerry acknowledge that X happened?,4,M,Robert,Justin,C,0.9,7780,48
22,24,think,20,X happened,M,Charley lives in Mexico,factH,Does Anna think that X happened?,20,F,Christopher,Heather,NonProj,0.83,5681,48
23,25,establish,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick establish that X happened?,1,M,Donna,Jeffrey,NonProj,0.84,5690,48
24,26,demonstrate,14,X happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie demonstrate that X happened?,14,F,Susan,Rebecca,C,0.83,4469,48
25,27,be_right_that,18,X happened,M,Julian is Cuban,factH,Is Kathleen right that X happened?,18,F,Mark,Stephanie,C,0.72,3340,48
0,2,admit,1,X happened,F,Mary is a middle school student,factL,Did Patrick admit that X happened?,1,M,Kimberly,Gregory,C,0.05,20492,49
1,3,prove,9,X happened,F,Grace loves her sister,factH,Did Andrew prove that X happened?,9,M,Jennifer,Alexander,C,0.48,130704,49
2,4,suggest,13,X happened,F,Jackson is obese,factL,Did Laura suggest that X happened?,13,F,Nancy,Ruth,C,0.07,7567,49
3,5,pretend,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie pretend that X happened?,14,F,James,Julie,NonProj,0.02,6600,49
4,6,establish,4,X happened,M,Olivia has two small children,factL,Did Jerry establish that X happened?,4,M,Paul,Edward,NonProj,0.5,4417,49
5,7,know,17,X happened,M,Owen lives in New Orleans,factL,Does Cynthia know that X happened?,17,F,Richard,Virginia,NonProj,0.98,12068,49
6,8,be_right_that,2,X happened,F,Josie doesn't have a passport,factL,Is Scott right that X happened?,2,M,Michelle,Kevin,C,0.04,8493,49
7,9,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Nancy,NA,control,0.99,11043,49
8,10,announce,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca announce that X happened?,15,F,Susan,Joyce,C,0.97,5491,49
9,11,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Carol,NA,control,0.97,6981,49
10,12,discover,7,X happened,F,Isabella is from Argentina,factH,Did Kevin discover that X happened?,7,M,Sandra,Jerry,NonProj,0.55,5852,49
11,13,see,6,X happened,M,Mia is a college student,factH,Did Ray see that X happened?,6,M,Thomas,Eric,NonProj,0.99,6813,49
12,14,confess,11,X happened,M,Danny loves cake,factH,Did Amanda confess that X happened?,11,F,Matthew,Diane,C,0.71,8736,49
13,15,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Kimberly,NA,control,0.98,10952,49
14,16,confirm,10,X happened,M,Zoe is a math major,factH,Did Tim confirm that X happened?,10,M,David,Andrew,C,0.07,8760,49
15,17,say,20,X happened,F,Charley lives in Mexico,factH,Did Anna say that X happened?,20,F,Sarah,Christina,C,0.05,11487,49
16,18,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Paul,NA,control,0.05,12927,49
17,19,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Mark,NA,control,0.05,6735,49
18,20,hear,5,X happened,M,Sophia is a hipster,factH,Did Ben hear that X happened?,5,M,George,Ronald,C,0.03,3182,49
19,21,inform_Sam,18,X happened,F,Julian is German,factL,Did Kathleen inform Sam that X happened?,18,F,Betty,Sharon,C,0.97,14498,49
20,22,reveal,3,X happened,F,Emma is in first grade,factL,Did Justin reveal that X happened?,3,M,Margaret,Patrick,NonProj,0.98,3601,49
21,23,annoyed,16,X happened,F,Josh is a 75-year old man,factL,Is Sharon annoyed that X happened?,16,F,Carol,Kathleen,NonProj,0.97,3022,49
22,24,acknowledge,8,X happened,F,Emily has been saving for a year,factH,Did Brian acknowledge that X happened?,8,M,Dorothy,Brandon,C,0.51,4538,49
23,25,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Linda,NA,control,0.98,8802,49
24,26,demonstrate,19,X happened,M,Jon lives 10 miles away from work,factL,Did Ruth demonstrate that X happened?,19,F,Mark,Nicole,C,0.33,5633,49
25,27,think,12,X happened,F,Frank is allergic to cats,factL,Does Melissa think that X happened?,12,F,Linda,Rachel,NonProj,0.07,4124,49
0,2,see,13,X happened,F,Jackson is obese,factL,Did Laura see that X happened?,13,F,Betty,Nicole,NonProj,0.8,15342,50
1,3,establish,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia establish that X happened?,17,F,Michelle,Melissa,NonProj,0.53,27492,50
2,4,annoyed,7,X happened,M,Isabella is a vegetarian,factL,Is Kevin annoyed that X happened?,7,M,David,Raymond,NonProj,0.71,2607,50
3,5,announce,18,X happened,M,Julian is German,factL,Did Kathleen announce that X happened?,18,F,Matthew,Janet,C,0.24,3035,50
4,6,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,David,NA,control,0.8,5418,50
5,7,be_right_that,11,X happened,F,Danny loves cake,factH,Is Amanda right that X happened?,11,F,Dorothy,Angela,C,0.59,2219,50
6,8,think,8,X happened,M,Emily has been saving for a year,factH,Does Brian think that X happened?,8,M,Paul,Jerry,NonProj,0.87,1970,50
7,9,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Betty,NA,control,0.62,3008,50
8,10,confess,9,X happened,F,Grace hates her sister,factL,Did Andrew confess that X happened?,9,M,Linda,Gregory,C,0.83,2130,50
9,11,demonstrate,1,X happened,F,Mary is a middle school student,factL,Did Patrick demonstrate that X happened?,1,M,Susan,Gary,C,0.24,2529,50
10,12,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,George,NA,control,0.69,39279,50
11,13,know,3,X happened,M,Emma is in law school,factH,Does Justin know that X happened?,3,M,James,Larry,NonProj,0.34,2060,50
12,14,suggest,5,X happened,F,Sophia is a hipster,factH,Did Ben suggest that X happened?,5,M,Nancy,Andrew,C,0.82,1830,50
13,15,say,10,X happened,F,Zoe is 5 years old,factL,Did Tim say that X happened?,10,M,Carol,Alexander,C,0.6,5347,50
14,16,pretend,2,X happened,F,Josie loves France,factH,Did Scott pretend that X happened?,2,M,Karen,Jeffrey,NonProj,0.88,1811,50
15,17,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Carol,NA,control,0.44,1584,50
16,18,inform_Sam,6,X happened,F,Mia is a college student,factH,Did Ray inform Sam that X happened?,6,M,Margaret,Patrick,C,0.76,7487,50
17,19,prove,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie prove that X happened?,14,F,Thomas,Joyce,C,0.61,2186,50
18,20,hear,19,X happened,M,Jon lives 10 miles away from work,factL,Did Ruth hear that X happened?,19,F,Kenneth,Christina,C,0.8,1851,50
19,21,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Kimberly,NA,control,0.44,1913,50
20,22,reveal,20,X happened,F,Charley lives in Korea,factL,Did Anna reveal that X happened?,20,F,Kimberly,Rebecca,NonProj,0.82,1877,50
21,23,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Matthew,NA,control,0.61,1839,50
