,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
6,8,confirm,20,X happened,F,Charley lives in Korea,factL,Did Anna confirm that X happened?,20,F,Michelle,Brenda,C,0.65,1391,26
7,9,establish,13,X happened,F,Jackson is obese,factL,Did Laura establish that X happened?,13,F,Betty,Diane,NonProj,0.85,1138,26
8,10,admit,5,X happened,F,Sophia is a hipster,factH,Did Ben admit that X happened?,5,M,Nancy,Scott,C,0.79,58665,26
9,11,prove,18,X happened,M,Julian is Cuban,factH,Did Kathleen prove that X happened?,18,F,Kenneth,Sharon,C,0.75,12583,26
10,12,be_right_that,9,X happened,M,Grace loves her sister,factH,Is Andrew right that X happened?,9,M,Mark,Ryan,C,0.72,2041,26
11,13,inform_Sam,2,X happened,F,Josie doesn't have a passport,factL,Did Scott inform Sam that X happened?,2,M,Margaret,Nicholas,C,0.75,2029,26
12,14,announce,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie announce that X happened?,14,F,Jennifer,Janet,C,0.84,3605,26
13,15,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Michelle,NA,control,0.73,2112,26
14,16,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Margaret,NA,control,0.86,2782,26
15,17,reveal,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth reveal that X happened?,19,F,Dorothy,Anna,NonProj,0.7,2515,26
16,18,say,8,X happened,M,Emily has been saving for a year,factH,Did Brian say that X happened?,8,M,George,Justin,C,0.8,1648,26
17,19,think,12,X happened,M,Frank is allergic to cats,factL,Does Melissa think that X happened?,12,F,Thomas,Ruth,NonProj,0.7,1398,26
18,20,know,1,X happened,M,Mary is a middle school student,factL,Does Patrick know that X happened?,1,M,Richard,Jerry,NonProj,0.54,1274,26
19,21,annoyed,7,X happened,M,Isabella is from Argentina,factH,Is Kevin annoyed that X happened?,7,M,James,Tyler,NonProj,0.77,1528,26
20,22,demonstrate,3,X happened,F,Emma is in first grade,factL,Did Justin demonstrate that X happened?,3,M,Jessica,Brandon,C,0.67,1488,26
21,23,acknowledge,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon acknowledge that X happened?,16,F,Kimberly,Rachel,C,0.83,1415,26
22,24,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Jessica,NA,control,0.72,1586,26
23,25,suggest,6,X happened,F,Mia is a nun,factL,Did Ray suggest that X happened?,6,M,Carol,Timothy,C,0.8,1277,26
24,26,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Carol,NA,control,0.76,1320,26
25,27,pretend,11,X happened,M,Danny loves cake,factH,Did Amanda pretend that X happened?,11,F,David,Melissa,NonProj,0.67,1411,26
0,2,see,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie see that X happened?,14,F,Steven,Diane,NonProj,0.65,10996,27
1,3,annoyed,18,X happened,M,Julian is Cuban,factH,Is Kathleen annoyed that X happened?,18,F,Matthew,Brenda,NonProj,0.72,3679,27
2,4,know,17,X happened,F,Owen lives in New Orleans,factL,Does Cynthia know that X happened?,17,F,Betty,Amanda,NonProj,0.63,3144,27
3,5,demonstrate,15,X happened,M,Tony has been sober for 20 years,factL,Did Rebecca demonstrate that X happened?,15,F,James,Amy,C,0.66,2920,27
4,6,admit,20,X happened,F,Charley lives in Korea,factL,Did Anna admit that X happened?,20,F,Elizabeth,Catherine,C,0.62,2184,27
5,7,be_right_that,6,X happened,F,Mia is a nun,factL,Is Ray right that X happened?,6,M,Jessica,Larry,C,0.62,3600,27
6,8,discover,7,X happened,M,Isabella is from Argentina,factH,Did Kevin discover that X happened?,7,M,William,Brian,NonProj,0.65,1952,27
7,9,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Betty,NA,control,0.69,2928,27
8,10,suggest,5,X happened,F,Sophia is a hipster,factH,Did Ben suggest that X happened?,5,M,Lisa,Jerry,C,0.66,2216,27
9,11,say,1,X happened,M,Mary is taking a prenatal yoga class,factH,Did Patrick say that X happened?,1,M,Richard,Raymond,C,0.65,1936,27
10,12,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Carol,NA,control,0.72,4376,27
11,13,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Helen,NA,control,0.81,2208,27
12,14,hear,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth hear that X happened?,19,F,Carol,Sharon,C,0.63,2240,27
13,15,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,James,NA,control,0.66,2032,27
14,16,inform_Sam,8,X happened,F,Emily has been saving for a year,factH,Did Brian inform Sam that X happened?,8,M,Ashley,Jeffrey,C,0.72,1431,27
15,17,pretend,13,X happened,M,Jackson is obese,factL,Did Laura pretend that X happened?,13,F,Mark,Janet,NonProj,0.72,1320,27
16,18,think,12,X happened,F,Frank is allergic to cats,factL,Does Melissa think that X happened?,12,F,Dorothy,Shirley,NonProj,0.75,1225,27
17,19,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Dorothy,NA,control,0.75,1479,27
18,20,confess,3,X happened,M,Emma is in first grade,factL,Did Justin confess that X happened?,3,M,David,Gary,C,0.64,1368,27
19,21,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Jennifer,NA,control,0.71,1200,27
20,22,confirm,4,X happened,F,Olivia has two small children,factL,Did Jerry confirm that X happened?,4,M,Jennifer,Jacob,C,0.67,2760,27
21,23,establish,2,X happened,F,Josie loves France,factH,Did Scott establish that X happened?,2,M,Margaret,Nicholas,NonProj,0.69,1198,27
22,24,prove,9,X happened,F,Grace loves her sister,factH,Did Andrew prove that X happened?,9,M,Nancy,Timothy,C,0.72,1393,27
23,25,reveal,10,X happened,F,Zoe is 5 years old,factL,Did Tim reveal that X happened?,10,M,Helen,Tyler,NonProj,0.69,1144,27
24,26,announce,11,X happened,M,Danny loves cake,factH,Did Amanda announce that X happened?,11,F,Thomas,Julie,C,0.69,1079,27
25,27,acknowledge,16,X happened,F,Josh is a 5-year old boy,factH,Did Sharon acknowledge that X happened?,16,F,Kimberly,Nicole,C,0.68,999,27
0,2,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Sandra,NA,control,0.77,9132,28
1,3,inform_Sam,12,X happened,M,Frank has always wanted a pet,factH,Did Melissa inform Sam that X happened?,12,F,Matthew,Nicole,C,0.75,4960,28
2,4,say,7,X happened,F,Isabella is from Argentina,factH,Did Kevin say that X happened?,7,M,Dorothy,Tyler,C,0.82,4537,28
3,5,demonstrate,4,X happened,F,Olivia has two small children,factL,Did Jerry demonstrate that X happened?,4,M,Sarah,Alexander,C,0.73,5703,28
4,6,prove,20,X happened,F,Charley lives in Mexico,factH,Did Anna prove that X happened?,20,F,Betty,Stephanie,C,0.68,3304,28
5,7,pretend,6,X happened,F,Mia is a nun,factL,Did Ray pretend that X happened?,6,M,Jessica,Brandon,NonProj,0.64,5687,28
6,8,discover,3,X happened,M,Emma is in first grade,factL,Did Justin discover that X happened?,3,M,Steven,Jerry,NonProj,0.78,4394,28
7,9,confess,18,X happened,M,Julian is Cuban,factH,Did Kathleen confess that X happened?,18,F,William,Anna,C,0.28,4950,28
8,10,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Jessica,NA,control,0.74,4263,28
9,11,be_right_that,15,X happened,M,Tony really likes to party with his friends,factH,Is Rebecca right that X happened?,15,F,David,Catherine,C,0.67,4176,28
10,12,hear,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia hear that X happened?,17,F,Susan,Janet,C,0.73,3727,28
11,13,reveal,19,X happened,M,Jon lives 10 miles away from work,factL,Did Ruth reveal that X happened?,19,F,Paul,Brenda,NonProj,0.24,3104,28
12,14,think,16,X happened,F,Josh is a 75-year old man,factL,Does Sharon think that X happened?,16,F,Carol,Angela,NonProj,0.69,2961,28
13,15,acknowledge,11,X happened,F,Danny loves cake,factH,Did Amanda acknowledge that X happened?,11,F,Nancy,Cynthia,C,0.3,3367,28
14,16,announce,8,X happened,F,Emily has been saving for a year,factH,Did Brian announce that X happened?,8,M,Lisa,Nicholas,C,0.68,2721,28
15,17,annoyed,5,X happened,F,Sophia is a high end fashion model,factL,Is Ben annoyed that X happened?,5,M,Kimberly,Gary,NonProj,0.34,3568,28
16,18,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Carol,NA,control,0.6,2289,28
17,19,confirm,1,X happened,F,Mary is a middle school student,factL,Did Patrick confirm that X happened?,1,M,Michelle,Ryan,C,0.3,2950,28
18,20,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Steven,NA,control,0.64,4097,28
19,21,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Kimberly,NA,control,0.35,5175,28
20,22,suggest,13,X happened,F,Jackson is obese,factL,Did Laura suggest that X happened?,13,F,Sandra,Carolyn,C,0.65,2403,28
21,23,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Paul,NA,control,0.4,2892,28
22,24,establish,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie establish that X happened?,14,F,Linda,Shirley,NonProj,0.66,2121,28
23,25,see,9,X happened,M,Grace loves her sister,factH,Did Andrew see that X happened?,9,M,James,Edward,NonProj,0.42,2447,28
24,26,admit,2,X happened,M,Josie loves France,factH,Did Scott admit that X happened?,2,M,Mark,Larry,C,0.67,2615,28
25,27,know,10,X happened,M,Zoe is 5 years old,factL,Does Tim know that X happened?,10,M,Robert,Scott,NonProj,0.41,2720,28
0,2,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Betty,NA,control,0.93,5453,29
1,3,reveal,16,X happened,M,Josh is a 5-year old boy,factH,Did Sharon reveal that X happened?,16,F,Robert,Shirley,NonProj,0.75,1824,29
2,4,admit,12,X happened,F,Frank is allergic to cats,factL,Did Melissa admit that X happened?,12,F,Betty,Rebecca,C,0.85,1664,29
3,5,prove,3,X happened,M,Emma is in law school,factH,Did Justin prove that X happened?,3,M,William,Edward,C,0.81,1894,29
4,6,demonstrate,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin demonstrate that X happened?,7,M,Michelle,Nicholas,C,0.81,1537,29
5,7,acknowledge,2,X happened,M,Josie doesn't have a passport,factL,Did Scott acknowledge that X happened?,2,M,Richard,Brandon,C,0.81,1360,29
6,8,discover,5,X happened,F,Sophia is a hipster,factH,Did Ben discover that X happened?,5,M,Donna,Justin,NonProj,0.89,1456,29
7,9,say,10,X happened,M,Zoe is a math major,factH,Did Tim say that X happened?,10,M,Steven,Gary,C,0.88,1718,29
8,10,confess,11,X happened,M,Danny is a diabetic,factL,Did Amanda confess that X happened?,11,F,James,Virginia,C,0.8,2216,29
9,11,annoyed,6,X happened,M,Mia is a college student,factH,Is Ray annoyed that X happened?,6,M,George,Tyler,NonProj,0.81,2600,29
10,12,announce,15,X happened,M,Tony has been sober for 20 years,factL,Did Rebecca announce that X happened?,15,F,Paul,Catherine,C,0.86,1567,29
11,13,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Michelle,NA,control,0.82,1545,29
12,14,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Mark,NA,control,0.84,1463,29
13,15,think,20,X happened,M,Charley lives in Mexico,factH,Does Anna think that X happened?,20,F,Christopher,Diane,NonProj,0.87,1735,29
14,16,know,17,X happened,M,Owen lives in New Orleans,factL,Does Cynthia know that X happened?,17,F,Matthew,Angela,NonProj,0.85,1430,29
15,17,confirm,13,X happened,F,Jackson is training for a marathon,factH,Did Laura confirm that X happened?,13,F,Lisa,Christina,C,0.88,1594,29
16,18,pretend,14,X happened,M,Jayden doesn't have a driver's license,factL,Did Stephanie pretend that X happened?,14,F,Mark,Stephanie,NonProj,0.91,1383,29
17,19,hear,9,X happened,F,Grace hates her sister,factL,Did Andrew hear that X happened?,9,M,Margaret,Eric,C,0.88,1679,29
18,20,suggest,8,X happened,F,Emily never has any money,factL,Did Brian suggest that X happened?,8,M,Nancy,Larry,C,0.81,1448,29
19,21,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Matthew,NA,control,0.85,1280,29
20,22,establish,1,X happened,F,Mary is a middle school student,factL,Did Patrick establish that X happened?,1,M,Kimberly,Kevin,NonProj,0.86,1231,29
21,23,inform_Sam,18,X happened,M,Julian is Cuban,factH,Did Kathleen inform Sam that X happened?,18,F,Thomas,Joyce,C,0.85,1263,29
22,24,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,James,NA,control,0.93,1247,29
23,25,see,4,X happened,M,Olivia works the third shift,factH,Did Jerry see that X happened?,4,M,David,Jeffrey,NonProj,0.86,1697,29
24,26,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Richard,NA,control,0.8,1361,29
25,27,be_right_that,19,X happened,F,Jon lives 2 blocks away from work,factH,Is Ruth right that X happened?,19,F,Jennifer,Sharon,C,0.85,3007,29
0,2,say,1,X happened,F,Mary is a middle school student,factL,Did Patrick say that X happened?,1,M,Linda,Eric,C,0.65,4758,30
1,3,confirm,13,X happened,F,Jackson is obese,factL,Did Laura confirm that X happened?,13,F,Jessica,Rebecca,C,0.29,3062,30
2,4,prove,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie prove that X happened?,14,F,Kimberly,Amy,C,0.84,2305,30
3,5,demonstrate,8,X happened,F,Emily has been saving for a year,factH,Did Brian demonstrate that X happened?,8,M,Jennifer,Alexander,C,0.25,1768,30
4,6,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Karen,NA,control,0.82,4280,30
5,7,see,6,X happened,M,Mia is a nun,factL,Did Ray see that X happened?,6,M,George,Ryan,NonProj,0.24,1608,30
6,8,be_right_that,18,X happened,M,Julian is Cuban,factH,Is Kathleen right that X happened?,18,F,Paul,Sharon,C,0.82,2112,30
7,9,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Jessica,NA,control,0.29,3488,30
8,10,admit,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth admit that X happened?,19,F,Carol,Anna,C,0.89,1661,30
9,11,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Robert,NA,control,0.25,1770,30
10,12,suggest,15,X happened,M,Tony really likes to party with his friends,factH,Did Rebecca suggest that X happened?,15,F,David,Cynthia,C,0.8,1960,30
11,13,confess,11,X happened,M,Danny loves cake,factH,Did Amanda confess that X happened?,11,F,James,Carolyn,C,0.2,1830,30
12,14,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Steven,NA,control,0.82,1585,30
13,15,establish,3,X happened,F,Emma is in law school,factH,Did Justin establish that X happened?,3,M,Michelle,Justin,NonProj,0.29,1704,30
14,16,announce,4,X happened,F,Olivia works the third shift,factH,Did Jerry announce that X happened?,4,M,Sandra,Edward,C,0.83,1904,30
15,17,annoyed,17,X happened,F,Owen lives in New Orleans,factL,Is Cynthia annoyed that X happened?,17,F,Sarah,Kathleen,NonProj,0.32,1617,30
16,18,reveal,10,X happened,M,Zoe is 5 years old,factL,Did Tim reveal that X happened?,10,M,Mark,Larry,NonProj,0.79,1640,30
17,19,know,7,X happened,F,Isabella is from Argentina,factH,Does Kevin know that X happened?,7,M,Helen,Brian,NonProj,0.33,1576,30
18,20,hear,12,X happened,F,Frank is allergic to cats,factL,Did Melissa hear that X happened?,12,F,Margaret,Diane,C,0.75,1616,30
19,21,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Linda,NA,control,0.34,1376,30
20,22,inform_Sam,5,X happened,M,Sophia is a high end fashion model,factL,Did Ben inform Sam that X happened?,5,M,Robert,Timothy,C,0.79,1295,30
21,23,pretend,9,X happened,M,Grace loves her sister,factH,Did Andrew pretend that X happened?,9,M,William,Jacob,NonProj,0.84,2752,30
22,24,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Carol,NA,control,0.35,1792,30
23,25,acknowledge,16,X happened,M,Josh is a 5-year old boy,factH,Did Sharon acknowledge that X happened?,16,F,Thomas,Ruth,C,0.79,1752,30
24,26,discover,2,X happened,M,Josie doesn't have a passport,factL,Did Scott discover that X happened?,2,M,Steven,Nicholas,NonProj,0.29,1503,30
25,27,think,20,X happened,F,Charley lives in Korea,factL,Does Anna think that X happened?,20,F,Karen,Shirley,NonProj,0.78,1202,30
0,2,reveal,4,X happened,F,Olivia works the third shift,factH,Did Jerry reveal that X happened?,4,M,Susan,Larry,NonProj,0.91,16654,31
1,3,demonstrate,10,X happened,M,Zoe is 5 years old,factL,Did Tim demonstrate that X happened?,10,M,James,Eric,C,0.83,9952,31
2,4,confess,6,X happened,M,Mia is a college student,factH,Did Ray confess that X happened?,6,M,George,Edward,C,0.95,6403,31
3,5,pretend,2,X happened,F,Josie loves France,factH,Did Scott pretend that X happened?,2,M,Sarah,Brandon,NonProj,0.14,19608,31
4,6,see,13,X happened,M,Jackson is obese,factL,Did Laura see that X happened?,13,F,Thomas,Julie,NonProj,0.87,7108,31
5,7,know,8,X happened,F,Emily never has any money,factL,Does Brian know that X happened?,8,M,Margaret,Brian,NonProj,0.97,7285,31
6,8,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Dorothy,NA,control,0.96,7689,31
7,9,admit,16,X happened,F,Josh is a 75-year old man,factL,Did Sharon admit that X happened?,16,F,Dorothy,Laura,C,0.89,6352,31
8,10,establish,9,X happened,F,Grace loves her sister,factH,Did Andrew establish that X happened?,9,M,Jennifer,Benjamin,NonProj,0.78,7706,31
9,11,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Elizabeth,NA,control,0.96,7177,31
10,12,suggest,1,X happened,M,Mary is taking a prenatal yoga class,factH,Did Patrick suggest that X happened?,1,M,Richard,Ronald,C,0.22,6474,31
11,13,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Mark,NA,control,0.96,7746,31
12,14,announce,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin announce that X happened?,7,M,Karen,Andrew,C,0.34,10360,31
13,15,say,5,X happened,F,Sophia is a hipster,factH,Did Ben say that X happened?,5,M,Ashley,Justin,C,0.18,6932,31
14,16,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Margaret,NA,control,0.98,7836,31
15,17,prove,14,X happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie prove that X happened?,14,F,Nancy,Christina,C,0.11,10043,31
16,18,acknowledge,11,X happened,F,Danny is a diabetic,factL,Did Amanda acknowledge that X happened?,11,F,Jessica,Carolyn,C,0.2,6079,31
17,19,inform_Sam,20,X happened,F,Charley lives in Korea,factL,Did Anna inform Sam that X happened?,20,F,Linda,Brenda,C,0.42,9066,31
18,20,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Karen,NA,control,0.93,11145,31
19,21,confirm,3,X happened,M,Emma is in first grade,factL,Did Justin confirm that X happened?,3,M,Mark,Timothy,C,0.09,8811,31
20,22,hear,19,X happened,M,Jon lives 2 blocks away from work,factH,Did Ruth hear that X happened?,19,F,Robert,Cynthia,C,0.77,7470,31
21,23,annoyed,15,X happened,M,Tony really likes to party with his friends,factH,Is Rebecca annoyed that X happened?,15,F,Christopher,Diane,NonProj,0.92,5235,31
22,24,discover,17,X happened,F,Owen lives in Chicago,factH,Did Cynthia discover that X happened?,17,F,Lisa,Rachel,NonProj,0.17,9184,31
23,25,think,12,X happened,F,Frank has always wanted a pet,factH,Does Melissa think that X happened?,12,F,Michelle,Angela,NonProj,0.05,10882,31
24,26,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Jessica,NA,control,0.98,5373,31
25,27,be_right_that,18,X happened,F,Julian is German,factL,Is Kathleen right that X happened?,18,F,Elizabeth,Rebecca,C,0.07,9517,31
0,2,confirm,3,X happened,F,Emma is in law school,factH,Did Justin confirm that X happened?,3,M,Susan,Jerry,C,0.86,9899,32
1,3,hear,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie hear that X happened?,14,F,Nancy,Sharon,C,0.78,6352,32
2,4,prove,2,X happened,F,Josie loves France,factH,Did Scott prove that X happened?,2,M,Margaret,Alexander,C,0.5,2010,32
3,5,announce,18,X happened,F,Julian is German,factL,Did Kathleen announce that X happened?,18,F,Jessica,Kathleen,C,0.61,1640,32
4,6,demonstrate,1,X happened,M,Mary is taking a prenatal yoga class,factH,Did Patrick demonstrate that X happened?,1,M,Richard,Larry,C,0.74,1510,32
5,7,say,19,X happened,M,Jon lives 10 miles away from work,factL,Did Ruth say that X happened?,19,F,Paul,Rebecca,C,0.48,1750,32
6,8,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,James,NA,control,0.66,1654,32
7,9,discover,15,X happened,F,Tony has been sober for 20 years,factL,Did Rebecca discover that X happened?,15,F,Karen,Joyce,NonProj,0.72,22026,32
8,10,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Christopher,NA,control,0.56,2100,32
9,11,inform_Sam,7,X happened,M,Isabella is a vegetarian,factL,Did Kevin inform Sam that X happened?,7,M,Christopher,Raymond,C,0.74,1834,32
10,12,know,11,X happened,M,Danny is a diabetic,factL,Does Amanda know that X happened?,11,F,James,Amanda,NonProj,0.57,1650,32
11,13,pretend,8,X happened,F,Emily never has any money,factL,Did Brian pretend that X happened?,8,M,Jennifer,Edward,NonProj,0.82,1821,32
12,14,annoyed,16,X happened,F,Josh is a 5-year old boy,factH,Is Sharon annoyed that X happened?,16,F,Donna,Rachel,NonProj,0.62,1554,32
13,15,admit,4,X happened,M,Olivia works the third shift,factH,Did Jerry admit that X happened?,4,M,Kenneth,Gregory,C,0.79,1897,32
14,16,acknowledge,9,X happened,F,Grace hates her sister,factL,Did Andrew acknowledge that X happened?,9,M,Dorothy,Jeffrey,C,0.62,1938,32
15,17,be_right_that,17,X happened,F,Owen lives in New Orleans,factL,Is Cynthia right that X happened?,17,F,Betty,Shirley,C,0.8,2200,32
16,18,see,6,X happened,F,Mia is a nun,factL,Did Ray see that X happened?,6,M,Lisa,Nicholas,NonProj,0.88,6440,32
17,19,suggest,20,X happened,M,Charley lives in Mexico,factH,Did Anna suggest that X happened?,20,F,William,Carolyn,C,0.62,2549,32
18,20,reveal,13,X happened,F,Jackson is training for a marathon,factH,Did Laura reveal that X happened?,13,F,Kimberly,Christina,NonProj,0.76,1720,32
19,21,think,5,X happened,F,Sophia is a hipster,factH,Does Ben think that X happened?,5,M,Carol,Patrick,NonProj,0.56,2485,32
20,22,confess,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa confess that X happened?,12,F,Sandra,Amy,C,0.7,1855,32
21,23,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Betty,NA,control,0.69,2146,32
22,24,establish,10,X happened,F,Zoe is 5 years old,factL,Did Tim establish that X happened?,10,M,Ashley,Scott,NonProj,0.68,1819,32
23,25,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Ashley,NA,control,0.65,1961,32
24,26,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Karen,NA,control,0.72,1974,32
25,27,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Paul,NA,control,0.63,1419,32
0,2,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Matthew,NA,control,0.89,8647,33
1,3,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,James,NA,control,0.85,6393,33
2,4,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Steven,NA,control,0.93,5740,33
3,5,confess,2,X happened,M,Josie doesn't have a passport,factL,Did Scott confess that X happened?,2,M,David,Benjamin,C,0.41,4228,33
4,6,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Margaret,NA,control,0.92,10187,33
5,7,prove,6,X happened,M,Mia is a college student,factH,Did Ray prove that X happened?,6,M,Richard,Edward,C,0.48,3980,33
6,8,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Nancy,NA,control,0.71,3488,33
7,9,hear,12,X happened,F,Frank is allergic to cats,factL,Did Melissa hear that X happened?,12,F,Nancy,Janet,C,0.57,3678,33
8,10,demonstrate,8,X happened,M,Emily has been saving for a year,factH,Did Brian demonstrate that X happened?,8,M,Robert,Alexander,C,0.66,2955,33
9,11,annoyed,10,X happened,F,Zoe is a math major,factH,Is Tim annoyed that X happened?,10,M,Ashley,Andrew,NonProj,0.88,2445,33
10,12,confirm,1,X happened,M,Mary is a middle school student,factL,Did Patrick confirm that X happened?,1,M,Thomas,Kevin,C,0.28,3311,33
11,13,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Christopher,NA,control,1.0,6045,33
12,14,announce,20,X happened,F,Charley lives in Korea,factL,Did Anna announce that X happened?,20,F,Margaret,Stephanie,C,0.77,3160,33
13,15,pretend,17,X happened,M,Owen lives in New Orleans,factL,Did Cynthia pretend that X happened?,17,F,Kenneth,Heather,NonProj,0.43,3541,33
14,16,establish,18,X happened,M,Julian is Cuban,factH,Did Kathleen establish that X happened?,18,F,George,Sharon,NonProj,0.54,3103,33
15,17,reveal,13,X happened,F,Jackson is training for a marathon,factH,Did Laura reveal that X happened?,13,F,Betty,Laura,NonProj,0.64,2216,33
16,18,discover,11,X happened,M,Danny loves cake,factH,Did Amanda discover that X happened?,11,F,Mark,Diane,NonProj,0.85,2682,33
17,19,think,3,X happened,M,Emma is in law school,factH,Does Justin think that X happened?,3,M,Paul,Eric,NonProj,0.39,3062,33
18,20,be_right_that,7,X happened,F,Isabella is from Argentina,factH,Is Kevin right that X happened?,7,M,Jessica,Tyler,C,0.49,2417,33
